grade_id,supervisor_id,grade,date
5754,5716,10,2019-12-25 23:00:00
5755,5717,10,2019-12-23 23:00:00
5756,5718,7,2019-12-24 23:00:00
5757,5722,10,2019-12-15 23:00:00
5758,5722,3,2019-12-26 23:00:00
5759,5723,6,2019-12-22 23:00:00
5760,5723,9,2019-12-30 23:00:00
5761,5725,9,2019-12-28 23:00:00
5762,5725,7,2019-12-17 23:00:00
5763,5726,10,2019-12-23 23:00:00
5764,5726,8,2019-12-24 23:00:00
5765,5729,1,2019-12-27 23:00:00
5766,5729,4,2019-12-25 23:00:00
5767,5730,1,2019-12-25 23:00:00
5768,5731,9,2019-12-29 23:00:00
5769,5731,6,2019-12-30 23:00:00
5770,5733,7,2019-12-18 23:00:00
5771,5734,10,2019-12-27 23:00:00
5772,5734,6,2019-12-09 23:00:00
5773,5735,9,2019-12-24 23:00:00
5774,5735,10,2019-12-19 23:00:00
5775,5736,5,2019-12-15 23:00:00
5776,5736,9,2019-12-30 23:00:00
5777,5737,5,2019-12-14 23:00:00
5778,5737,10,2019-12-20 23:00:00
5779,5738,10,2019-12-30 23:00:00
5780,5738,7,2019-12-26 23:00:00
5781,5739,10,2019-12-25 23:00:00
5782,5739,10,2019-12-23 23:00:00
5783,5740,10,2019-12-26 23:00:00
5784,5740,8,2019-12-14 23:00:00
5785,5741,2,2019-12-06 23:00:00
5786,5741,8,2019-12-20 23:00:00
5787,5742,3,2019-12-14 23:00:00
5788,5742,10,2019-12-13 23:00:00
5789,5743,10,2019-12-29 23:00:00
5790,5743,7,2019-12-19 23:00:00
5791,5744,8,2019-12-28 23:00:00
5792,5746,5,2019-12-19 23:00:00
5793,5746,10,2019-12-08 23:00:00
5794,5747,9,2019-12-10 23:00:00
5795,5747,6,2019-12-12 23:00:00
5796,5748,9,2019-12-25 23:00:00
5797,5748,9,2019-12-22 23:00:00
5798,5749,4,2019-12-30 23:00:00
5799,5749,8,2019-12-09 23:00:00
5800,5750,8,2019-12-15 23:00:00
5801,5751,10,2019-12-29 23:00:00
5802,5754,10,2019-12-31 23:00:00
5803,5754,10,2019-12-29 23:00:00
5804,5755,8,2019-12-21 23:00:00
5805,5755,9,2019-12-26 23:00:00
5806,5756,1,2019-12-25 23:00:00
5807,5756,10,2019-12-29 23:00:00
5808,5757,10,2019-12-26 23:00:00
5809,5758,7,2019-12-31 23:00:00
5810,5761,6,2019-12-20 23:00:00
5811,5761,5,2019-12-01 23:00:00
5812,5762,10,2019-12-30 23:00:00
5813,5762,3,2019-12-31 23:00:00
5814,5763,8,2019-12-30 23:00:00
5815,5764,10,2019-12-31 23:00:00
5816,5765,10,2019-12-22 23:00:00
5817,5766,7,2019-12-17 23:00:00
5818,5770,4,2019-12-31 23:00:00
5819,5771,7,2019-12-03 23:00:00
5820,5774,9,2019-12-31 23:00:00
5821,5774,4,2019-12-21 23:00:00
5822,5775,10,2019-12-30 23:00:00
5823,5776,9,2019-12-30 23:00:00
5824,5776,9,2019-12-29 23:00:00
5825,5777,10,2019-12-14 23:00:00
5826,5777,5,2019-12-30 23:00:00
5827,5778,7,2019-12-16 23:00:00
5828,5778,3,2019-12-12 23:00:00
5829,5780,5,2019-12-29 23:00:00
5830,5780,3,2019-12-29 23:00:00
5831,5781,9,2019-12-31 23:00:00
5832,5783,10,2019-12-28 23:00:00
5833,5783,4,2019-12-25 23:00:00
5834,5784,10,2019-12-23 23:00:00
5835,5784,10,2019-12-22 23:00:00
5836,5785,2,2019-12-15 23:00:00
5837,5786,7,2019-12-22 23:00:00
5838,5786,8,2019-12-21 23:00:00
5839,5787,10,2019-12-31 23:00:00
5840,5787,6,2019-12-19 23:00:00
5841,5788,6,2019-12-25 23:00:00
5842,5790,9,2019-12-25 23:00:00
5843,5790,9,2019-12-28 23:00:00
5844,5791,10,2019-12-25 23:00:00
5845,5791,10,2019-12-26 23:00:00
5846,5792,9,2019-12-23 23:00:00
5847,5792,10,2019-12-26 23:00:00
5848,5793,10,2019-12-06 23:00:00
5849,5796,10,2019-12-26 23:00:00
5850,5798,10,2019-12-28 23:00:00
5851,5800,5,2019-12-15 23:00:00
5852,5800,10,2019-12-29 23:00:00
5853,5803,9,2019-12-30 23:00:00
5854,5804,10,2019-12-30 23:00:00
5855,5804,7,2019-12-28 23:00:00
5856,5805,8,2019-12-30 23:00:00
5857,5805,5,2019-12-31 23:00:00
5858,5806,10,2019-12-29 23:00:00
5859,5807,10,2019-12-23 23:00:00
5860,5807,8,2019-12-15 23:00:00
5861,5808,8,2019-12-27 23:00:00
5862,5811,7,2019-12-28 23:00:00
5863,5813,10,2019-12-26 23:00:00
5864,5813,10,2019-12-29 23:00:00
5865,5814,6,2019-12-25 23:00:00
5866,5814,9,2019-12-28 23:00:00
5867,5815,10,2019-12-29 23:00:00
5868,5815,10,2019-12-29 23:00:00
5869,5818,10,2019-12-30 23:00:00
5870,5818,9,2019-12-24 23:00:00
5871,5820,10,2019-12-26 23:00:00
5872,5820,7,2019-12-24 23:00:00
5873,5821,6,2019-12-27 23:00:00
5874,5821,4,2019-12-28 23:00:00
5875,5822,8,2019-12-12 23:00:00
5876,5823,10,2019-12-28 23:00:00
5877,5823,4,2019-12-23 23:00:00
5878,5825,9,2019-12-31 23:00:00
5879,5825,10,2019-12-18 23:00:00
5880,5827,9,2019-12-31 23:00:00
5881,5827,7,2019-12-31 23:00:00
5882,5828,9,2019-12-31 23:00:00
5883,5828,9,2019-12-31 23:00:00
5884,5830,9,2019-12-29 23:00:00
5885,5831,9,2019-12-26 23:00:00
5886,5834,7,2019-12-19 23:00:00
5887,5835,9,2019-12-20 23:00:00
5888,5837,7,2019-12-27 23:00:00
5889,5839,9,2019-12-25 23:00:00
5890,5840,9,2019-12-31 23:00:00
5891,5841,7,2019-12-30 23:00:00
5892,5841,10,2019-12-31 23:00:00
5893,5843,7,2019-12-31 23:00:00
5894,5843,10,2019-12-29 23:00:00
5895,5845,8,2019-12-27 23:00:00
5896,5846,10,2019-12-26 23:00:00
5897,5846,7,2019-12-27 23:00:00
5898,5849,6,2019-12-29 23:00:00
5899,5851,8,2019-12-20 23:00:00
5900,5851,7,2019-12-07 23:00:00
5901,5852,7,2019-12-11 23:00:00
5902,5853,8,2019-12-03 23:00:00
5903,5854,7,2019-12-28 23:00:00
5904,5854,10,2019-12-30 23:00:00
5905,5857,8,2019-12-31 23:00:00
5906,5857,10,2019-12-31 23:00:00
5907,5859,9,2019-12-27 23:00:00
5908,5860,10,2019-12-24 23:00:00
5909,5860,10,2019-12-24 23:00:00
5910,5861,10,2019-12-15 23:00:00
5911,5861,3,2019-12-20 23:00:00
5912,5863,10,2019-12-29 23:00:00
5913,5863,10,2019-12-31 23:00:00
5914,5866,7,2019-12-24 23:00:00
5915,5866,9,2019-12-24 23:00:00
5916,5867,4,2019-12-17 23:00:00
5917,5868,9,2019-12-05 23:00:00
5918,5871,3,2019-12-16 23:00:00
5919,5872,8,2019-12-26 23:00:00
5920,5872,6,2019-12-17 23:00:00
5921,5873,8,2019-12-31 23:00:00
5922,5874,9,2019-12-26 23:00:00
5923,5874,9,2019-12-31 23:00:00
5924,5875,4,2019-12-30 23:00:00
5925,5876,10,2019-12-27 23:00:00
5926,5877,10,2019-12-15 23:00:00
5927,5877,6,2019-12-28 23:00:00
5928,5878,4,2019-12-31 23:00:00
5929,5879,9,2019-12-18 23:00:00
5930,5880,6,2019-12-31 23:00:00
5931,5881,7,2019-12-16 23:00:00
5932,5881,10,2019-12-28 23:00:00
5933,5883,10,2019-12-28 23:00:00
5934,5885,10,2019-12-21 23:00:00
5935,5888,6,2019-12-30 23:00:00
5936,5888,4,2019-12-25 23:00:00
5937,5889,8,2019-12-24 23:00:00
5938,5889,7,2019-12-10 23:00:00
5939,5890,9,2019-12-25 23:00:00
5940,5892,8,2019-12-31 23:00:00
5941,5894,6,2019-12-06 23:00:00
5942,5895,5,2019-12-26 23:00:00
5943,5898,8,2019-12-21 23:00:00
5944,5903,9,2019-12-13 23:00:00
5945,5903,8,2019-12-25 23:00:00
5946,5904,5,2019-12-16 23:00:00
5947,5904,9,2019-12-29 23:00:00
5948,5905,9,2019-12-29 23:00:00
5949,5905,9,2019-12-20 23:00:00
5950,5906,10,2019-12-21 23:00:00
5951,5906,9,2019-12-27 23:00:00
5952,5907,10,2019-12-22 23:00:00
5953,5907,10,2019-12-17 23:00:00
5954,5910,5,2019-12-09 23:00:00
5955,5910,1,2019-12-25 23:00:00
5956,5911,9,2019-12-09 23:00:00
5957,5911,7,2019-12-14 23:00:00
5958,5912,9,2019-12-19 23:00:00
5959,5912,9,2019-12-25 23:00:00
5960,5913,9,2019-12-21 23:00:00
5961,5913,7,2019-12-26 23:00:00
5962,5914,7,2019-12-28 23:00:00
5963,5914,7,2019-12-30 23:00:00
5964,5915,7,2019-12-18 23:00:00
5965,5916,9,2019-12-28 23:00:00
5966,5916,10,2019-12-26 23:00:00
5967,5917,10,2019-12-24 23:00:00
5968,5920,10,2019-12-14 23:00:00
5969,5920,7,2019-12-06 23:00:00
5970,5921,10,2019-12-31 23:00:00
5971,5921,5,2019-12-31 23:00:00
5972,5922,6,2019-12-24 23:00:00
5973,5922,10,2019-12-25 23:00:00
5974,5924,1,2019-12-26 23:00:00
5975,5926,3,2019-12-19 23:00:00
5976,5929,9,2019-12-29 23:00:00
5977,5931,10,2019-12-27 23:00:00
5978,5931,7,2019-12-31 23:00:00
5979,5934,6,2019-12-29 23:00:00
5980,5934,3,2019-12-23 23:00:00
5981,5936,9,2019-12-26 23:00:00
5982,5937,8,2019-12-21 23:00:00
5983,5937,1,2019-12-22 23:00:00
5984,5938,10,2019-12-21 23:00:00
5985,5939,10,2019-12-30 23:00:00
5986,5940,9,2019-12-29 23:00:00
5987,5941,5,2019-12-20 23:00:00
5988,5941,10,2019-12-23 23:00:00
5989,5942,6,2019-12-29 23:00:00
5990,5942,6,2019-12-30 23:00:00
5991,5943,10,2019-12-28 23:00:00
5992,5944,10,2019-12-28 23:00:00
5993,5944,9,2019-12-31 23:00:00
5994,5945,10,2019-12-27 23:00:00
5995,5945,6,2019-12-19 23:00:00
5996,5947,9,2019-12-21 23:00:00
5997,5950,9,2019-12-31 23:00:00
5998,5950,8,2019-12-30 23:00:00
5999,5951,5,2019-12-29 23:00:00
6000,5952,9,2019-12-31 23:00:00
6001,5954,3,2019-12-28 23:00:00
6002,5954,9,2019-12-28 23:00:00
6003,5955,8,2019-12-12 23:00:00
6004,5955,9,2019-12-24 23:00:00
6005,5956,10,2019-12-30 23:00:00
6006,5959,0,2019-12-26 23:00:00
6007,5959,10,2019-12-23 23:00:00
6008,5960,10,2019-12-30 23:00:00
6009,5960,8,2019-12-29 23:00:00
6010,5961,10,2019-12-31 23:00:00
6011,5961,9,2019-12-31 23:00:00
6012,5962,7,2019-12-26 23:00:00
6013,5962,1,2019-12-13 23:00:00
6014,5966,10,2019-12-09 23:00:00
6015,5967,9,2019-12-30 23:00:00
6016,5967,0,2019-12-28 23:00:00
6017,5969,8,2019-12-05 23:00:00
6018,5972,9,2019-12-18 23:00:00
6019,5972,1,2019-12-24 23:00:00
6020,5973,4,2019-12-26 23:00:00
6021,5973,7,2019-12-29 23:00:00
6022,5974,7,2019-12-25 23:00:00
6023,5975,6,2019-12-27 23:00:00
6024,5977,5,2019-12-31 23:00:00
6025,5979,8,2019-12-29 23:00:00
6026,5980,0,2019-12-03 23:00:00
6027,5980,5,2019-12-26 23:00:00
6028,5982,5,2019-12-31 23:00:00
6029,5982,9,2019-12-26 23:00:00
6030,5983,8,2019-12-18 23:00:00
6031,5984,7,2019-12-26 23:00:00
6032,5985,10,2019-12-24 23:00:00
6033,5988,3,2019-12-31 23:00:00
6034,5989,7,2019-12-28 23:00:00
6035,5994,7,2019-12-31 23:00:00
6036,5995,10,2019-12-30 23:00:00
6037,5996,8,2019-12-28 23:00:00
6038,5997,9,2019-12-31 23:00:00
6039,5997,6,2019-12-27 23:00:00
6040,5998,5,2019-12-18 23:00:00
6041,5998,10,2019-12-12 23:00:00
6042,5999,5,2019-12-22 23:00:00
6043,6000,2,2019-12-15 23:00:00
6044,6002,9,2019-12-29 23:00:00
6045,6003,10,2019-12-25 23:00:00
6046,6003,8,2019-12-27 23:00:00
6047,6005,10,2019-12-30 23:00:00
6048,6005,4,2019-12-22 23:00:00
6049,6006,2,2019-12-30 23:00:00
6050,6007,9,2019-12-28 23:00:00
6051,6007,6,2019-12-27 23:00:00
6052,6008,10,2019-12-26 23:00:00
6053,6011,8,2019-12-29 23:00:00
6054,6011,9,2019-12-09 23:00:00
6055,6013,10,2019-12-27 23:00:00
6056,6017,5,2019-12-30 23:00:00
6057,6017,1,2019-12-21 23:00:00
6058,6018,9,2019-12-27 23:00:00
6059,6019,2,2019-12-29 23:00:00
6060,6019,9,2019-12-30 23:00:00
6061,6020,10,2019-12-29 23:00:00
6062,6021,8,2019-12-30 23:00:00
6063,6021,10,2019-12-28 23:00:00
6064,6025,10,2019-12-20 23:00:00
6065,6025,6,2019-12-26 23:00:00
6066,6026,10,2019-12-21 23:00:00
6067,6027,7,2019-12-25 23:00:00
6068,6027,10,2019-12-22 23:00:00
6069,6028,4,2019-12-31 23:00:00
6070,6028,8,2019-12-30 23:00:00
6071,6029,10,2019-12-31 23:00:00
6072,6030,7,2019-12-26 23:00:00
6073,6032,6,2019-12-31 23:00:00
6074,6032,7,2019-12-27 23:00:00
6075,6033,10,2019-12-28 23:00:00
6076,6033,8,2019-12-20 23:00:00
6077,6034,7,2019-12-27 23:00:00
6078,6034,9,2019-12-30 23:00:00
6079,6035,10,2019-12-31 23:00:00
6080,6035,7,2019-12-21 23:00:00
6081,6037,9,2019-12-24 23:00:00
6082,6038,8,2019-12-30 23:00:00
6083,6038,10,2019-12-29 23:00:00
6084,6040,8,2019-12-23 23:00:00
6085,6040,8,2019-12-18 23:00:00
6086,6042,7,2019-12-30 23:00:00
6087,6043,2,2019-12-30 23:00:00
6088,6044,9,2019-12-27 23:00:00
6089,6046,10,2019-12-12 23:00:00
6090,6046,7,2019-12-16 23:00:00
6091,6047,10,2019-12-31 23:00:00
6092,6047,9,2019-12-03 23:00:00
6093,6048,7,2019-12-27 23:00:00
6094,6048,7,2019-12-25 23:00:00
6095,6049,1,2019-12-27 23:00:00
6096,6049,9,2019-12-29 23:00:00
6097,6050,9,2019-12-15 23:00:00
6098,6051,8,2019-12-30 23:00:00
6099,6052,8,2019-12-29 23:00:00
6100,6056,10,2019-12-28 23:00:00
6101,6059,10,2019-12-18 23:00:00
6102,6059,9,2019-12-27 23:00:00
6103,6060,10,2019-12-21 23:00:00
6104,6060,8,2019-12-16 23:00:00
6105,6061,10,2019-12-18 23:00:00
6106,6061,0,2019-12-16 23:00:00
6107,6063,9,2019-12-28 23:00:00
6108,6065,10,2019-12-22 23:00:00
6109,6067,10,2019-12-30 23:00:00
6110,6067,5,2019-12-30 23:00:00
6111,6069,3,2019-12-28 23:00:00
6112,6070,9,2019-12-21 23:00:00
6113,6070,6,2019-12-28 23:00:00
6114,6071,5,2019-12-23 23:00:00
6115,6072,5,2019-12-27 23:00:00
6116,6073,9,2019-12-26 23:00:00
6117,6073,7,2019-12-31 23:00:00
6118,6074,6,2019-12-30 23:00:00
6119,6074,10,2019-12-25 23:00:00
6120,6075,10,2019-12-31 23:00:00
6121,6075,10,2019-12-30 23:00:00
6122,6077,10,2019-12-26 23:00:00
6123,6078,9,2019-12-26 23:00:00
6124,6079,8,2019-12-27 23:00:00
6125,6079,7,2019-12-27 23:00:00
6126,6081,8,2019-12-23 23:00:00
6127,6082,10,2019-12-17 23:00:00
6128,6083,8,2019-12-25 23:00:00
6129,6083,6,2019-12-18 23:00:00
6130,6084,7,2019-12-28 23:00:00
6131,6085,5,2019-12-16 23:00:00
6132,6086,8,2019-12-29 23:00:00
6133,6086,3,2019-12-30 23:00:00
6134,6088,10,2019-12-28 23:00:00
6135,6088,10,2019-12-29 23:00:00
6136,6091,3,2019-12-13 23:00:00
6137,6091,8,2019-12-13 23:00:00
6138,6093,8,2019-12-23 23:00:00
6139,6093,9,2019-12-24 23:00:00
6140,6094,10,2019-12-19 23:00:00
6141,6094,10,2019-12-26 23:00:00
6142,6095,9,2019-12-30 23:00:00
6143,6095,10,2019-12-18 23:00:00
6144,6096,10,2019-12-30 23:00:00
6145,6096,6,2019-12-31 23:00:00
6146,6097,6,2019-12-31 23:00:00
6147,6097,8,2019-12-29 23:00:00
6148,6098,9,2019-12-31 23:00:00
6149,6101,10,2019-12-22 23:00:00
6150,6101,7,2019-12-31 23:00:00
6151,6102,7,2019-12-29 23:00:00
6152,6102,7,2019-12-31 23:00:00
6153,6105,10,2019-12-20 23:00:00
6154,6108,8,2019-12-30 23:00:00
6155,6109,10,2019-12-23 23:00:00
6156,6110,10,2019-12-26 23:00:00
6157,6110,8,2019-12-26 23:00:00
6158,6112,10,2019-12-27 23:00:00
6159,6113,8,2019-12-21 23:00:00
6160,6113,8,2019-12-23 23:00:00
6161,6114,4,2019-12-31 23:00:00
6162,6115,10,2019-12-31 23:00:00
6163,6115,6,2019-12-30 23:00:00
6164,6116,9,2019-12-31 23:00:00
6165,6118,8,2019-12-24 23:00:00
6166,6118,5,2019-12-21 23:00:00
6167,6119,9,2019-12-27 23:00:00
6168,6120,4,2019-12-31 23:00:00
6169,6120,3,2019-12-31 23:00:00
6170,6121,10,2019-12-31 23:00:00
6171,6122,9,2019-12-25 23:00:00
6172,6122,7,2019-12-28 23:00:00
6173,6123,10,2019-12-31 23:00:00
6174,6124,9,2019-12-14 23:00:00
6175,6125,9,2019-12-27 23:00:00
6176,6125,3,2019-12-14 23:00:00
6177,6127,7,2019-12-13 23:00:00
6178,6128,9,2019-12-23 23:00:00
6179,6128,10,2019-12-26 23:00:00
6180,6130,9,2019-12-28 23:00:00
6181,6130,9,2019-12-28 23:00:00
6182,6133,10,2019-12-10 23:00:00
6183,6133,10,2019-12-19 23:00:00
6184,6134,10,2019-12-06 23:00:00
6185,6135,4,2019-12-13 23:00:00
6186,6136,10,2019-12-27 23:00:00
6187,6140,9,2019-12-13 23:00:00
6188,6142,10,2019-12-16 23:00:00
6189,6143,9,2019-12-28 23:00:00
6190,6143,9,2019-12-20 23:00:00
6191,6145,4,2019-12-24 23:00:00
6192,6146,0,2019-12-16 23:00:00
6193,6147,10,2019-12-12 23:00:00
6194,6147,3,2019-12-30 23:00:00
6195,6150,10,2019-12-31 23:00:00
6196,6150,0,2019-12-25 23:00:00
6197,6151,7,2019-12-23 23:00:00
6198,6151,6,2019-12-27 23:00:00
6199,6152,5,2019-12-24 23:00:00
6200,6153,4,2019-12-26 23:00:00
6201,6153,7,2019-12-24 23:00:00
6202,6157,8,2019-12-26 23:00:00
6203,6157,9,2019-12-25 23:00:00
6204,6158,8,2019-12-29 23:00:00
6205,6159,2,2019-12-28 23:00:00
6206,6159,9,2019-12-26 23:00:00
6207,6160,7,2019-12-28 23:00:00
6208,6160,10,2019-12-20 23:00:00
6209,6162,7,2019-12-31 23:00:00
6210,6162,6,2019-12-30 23:00:00
6211,6165,9,2019-12-11 23:00:00
6212,6165,10,2019-12-20 23:00:00
6213,6166,6,2019-12-29 23:00:00
6214,6167,2,2019-12-12 23:00:00
6215,6172,2,2019-12-30 23:00:00
6216,6172,8,2019-12-08 23:00:00
6217,6173,10,2019-12-14 23:00:00
6218,6174,6,2019-12-27 23:00:00
6219,6176,10,2019-12-27 23:00:00
6220,6177,5,2019-12-31 23:00:00
6221,6177,10,2019-12-27 23:00:00
6222,6179,10,2019-12-28 23:00:00
6223,6179,2,2019-12-28 23:00:00
6224,6180,3,2019-12-29 23:00:00
6225,6181,9,2019-12-30 23:00:00
6226,6181,10,2019-12-30 23:00:00
6227,6183,5,2019-12-21 23:00:00
6228,6183,6,2019-12-11 23:00:00
6229,6184,9,2019-12-10 23:00:00
6230,6185,4,2019-12-30 23:00:00
6231,6188,9,2019-12-22 23:00:00
6232,6188,9,2019-12-19 23:00:00
6233,6189,10,2019-12-21 23:00:00
6234,6189,7,2019-12-29 23:00:00
6235,6191,8,2019-12-16 23:00:00
6236,6191,9,2019-12-19 23:00:00
6237,6192,9,2019-12-26 23:00:00
6238,6195,10,2019-12-18 23:00:00
6239,6196,9,2019-12-31 23:00:00
6240,6198,5,2019-12-29 23:00:00
6241,6198,7,2019-12-03 23:00:00
6242,6200,10,2019-12-14 23:00:00
6243,6201,6,2019-12-31 23:00:00
6244,6201,10,2019-12-31 23:00:00
6245,6203,10,2019-12-21 23:00:00
6246,6203,9,2019-12-25 23:00:00
6247,6204,10,2019-12-16 23:00:00
6248,6206,9,2019-12-19 23:00:00
6249,6206,7,2019-12-20 23:00:00
6250,6207,9,2019-12-23 23:00:00
6251,6207,10,2019-12-12 23:00:00
6252,6208,9,2019-12-16 23:00:00
6253,6208,10,2019-12-10 23:00:00
6254,6209,10,2019-12-30 23:00:00
6255,6211,4,2019-12-30 23:00:00
6256,6212,9,2019-12-16 23:00:00
6257,6214,10,2019-12-29 23:00:00
6258,6214,10,2019-12-06 23:00:00
6259,6215,10,2019-12-20 23:00:00
6260,6215,5,2019-12-21 23:00:00
6261,6216,7,2019-12-13 23:00:00
6262,6217,10,2019-12-19 23:00:00
6263,6217,6,2019-12-21 23:00:00
6264,6219,5,2019-12-23 23:00:00
6265,6219,2,2019-12-23 23:00:00
6266,6221,10,2019-12-30 23:00:00
6267,6221,8,2019-12-24 23:00:00
6268,6222,9,2019-12-31 23:00:00
6269,6223,10,2019-12-26 23:00:00
6270,6223,4,2019-12-28 23:00:00
6271,6224,6,2019-12-28 23:00:00
6272,6224,8,2019-12-21 23:00:00
6273,6225,5,2019-12-19 23:00:00
6274,6226,5,2019-12-31 23:00:00
6275,6226,8,2019-12-30 23:00:00
6276,6228,10,2019-12-10 23:00:00
6277,6229,6,2019-12-04 23:00:00
6278,6231,10,2019-12-24 23:00:00
6279,6233,8,2019-12-26 23:00:00
6280,6234,6,2019-12-19 23:00:00
6281,6234,9,2019-12-27 23:00:00
6282,6236,3,2019-12-31 23:00:00
6283,6237,10,2019-12-10 23:00:00
6284,6237,0,2019-12-12 23:00:00
6285,6238,8,2019-12-15 23:00:00
6286,6239,10,2019-12-28 23:00:00
6287,6240,8,2019-12-14 23:00:00
6288,6241,10,2019-12-31 23:00:00
6289,6241,8,2019-12-14 23:00:00
6290,6244,8,2019-12-29 23:00:00
6291,6244,10,2019-12-28 23:00:00
6292,6245,10,2019-12-05 23:00:00
6293,6245,9,2019-12-16 23:00:00
6294,6246,10,2019-12-29 23:00:00
6295,6248,6,2019-12-31 23:00:00
6296,6248,10,2019-12-29 23:00:00
6297,6249,10,2019-12-21 23:00:00
6298,6249,8,2019-12-19 23:00:00
6299,6251,10,2019-12-31 23:00:00
6300,6251,2,2019-12-22 23:00:00
6301,6252,10,2019-12-30 23:00:00
6302,6256,10,2019-12-29 23:00:00
6303,6257,9,2019-12-28 23:00:00
6304,6257,9,2019-12-22 23:00:00
6305,6258,7,2019-12-31 23:00:00
6306,6258,9,2019-12-31 23:00:00
6307,6259,2,2019-12-26 23:00:00
6308,6259,10,2019-12-23 23:00:00
6309,6260,9,2019-12-24 23:00:00
6310,6260,8,2019-12-24 23:00:00
6311,6262,10,2019-12-13 23:00:00
6312,6263,7,2019-12-27 23:00:00
6313,6263,4,2019-12-13 23:00:00
6314,6264,8,2019-12-16 23:00:00
6315,6264,10,2019-12-27 23:00:00
6316,6268,6,2019-12-09 23:00:00
6317,6268,10,2019-12-29 23:00:00
6318,6269,1,2019-12-30 23:00:00
6319,6270,5,2019-12-23 23:00:00
6320,6270,10,2019-12-29 23:00:00
6321,6271,9,2019-12-29 23:00:00
6322,6271,6,2019-12-27 23:00:00
6323,6274,10,2019-12-29 23:00:00
6324,6274,9,2019-12-30 23:00:00
6325,6275,5,2019-12-31 23:00:00
6326,6276,8,2019-12-12 23:00:00
6327,6276,6,2019-12-11 23:00:00
6328,6277,10,2019-12-26 23:00:00
6329,6277,7,2019-12-27 23:00:00
6330,6279,6,2019-12-09 23:00:00
6331,6279,10,2019-12-29 23:00:00
6332,6280,7,2019-12-26 23:00:00
6333,6280,7,2019-12-29 23:00:00
6334,6281,5,2019-12-28 23:00:00
6335,6283,2,2019-12-30 23:00:00
6336,6283,10,2019-12-28 23:00:00
6337,6284,10,2019-12-30 23:00:00
6338,6285,8,2019-12-31 23:00:00
6339,6286,8,2019-12-18 23:00:00
6340,6286,8,2019-12-26 23:00:00
6341,6287,10,2019-12-25 23:00:00
6342,6291,8,2019-12-10 23:00:00
6343,6291,9,2019-12-17 23:00:00
6344,6293,6,2019-12-09 23:00:00
6345,6296,7,2019-12-22 23:00:00
6346,6296,9,2019-12-23 23:00:00
6347,6297,6,2019-12-29 23:00:00
6348,6298,8,2019-12-31 23:00:00
6349,6300,5,2019-12-17 23:00:00
6350,6300,4,2019-12-02 23:00:00
6351,6301,10,2019-12-11 23:00:00
6352,6301,10,2019-12-12 23:00:00
6353,6303,10,2019-12-18 23:00:00
6354,6304,9,2019-12-22 23:00:00
6355,6306,7,2019-12-09 23:00:00
6356,6307,5,2019-12-31 23:00:00
6357,6307,2,2019-12-30 23:00:00
6358,6310,6,2019-12-04 23:00:00
6359,6310,3,2019-12-16 23:00:00
6360,6312,9,2019-12-30 23:00:00
6361,6313,7,2019-12-16 23:00:00
6362,6315,9,2019-12-16 23:00:00
6363,6316,10,2019-12-27 23:00:00
6364,6317,10,2019-12-15 23:00:00
6365,6318,7,2019-12-16 23:00:00
6366,6318,9,2019-12-14 23:00:00
6367,6320,9,2019-12-19 23:00:00
6368,6320,2,2019-12-20 23:00:00
6369,6321,9,2019-12-19 23:00:00
6370,6322,2,2019-12-31 23:00:00
6371,6322,9,2019-12-29 23:00:00
6372,6325,10,2019-12-24 23:00:00
6373,6326,10,2019-12-23 23:00:00
6374,6327,10,2019-12-23 23:00:00
6375,6329,3,2019-12-12 23:00:00
6376,6330,7,2019-12-12 23:00:00
6377,6330,10,2019-12-17 23:00:00
6378,6333,9,2019-12-27 23:00:00
6379,6333,8,2019-12-21 23:00:00
6380,6335,7,2019-12-28 23:00:00
6381,6335,2,2019-12-17 23:00:00
6382,6336,8,2019-12-30 23:00:00
6383,6337,8,2019-12-25 23:00:00
6384,6337,8,2019-12-29 23:00:00
6385,6338,8,2019-12-24 23:00:00
6386,6341,9,2019-12-31 23:00:00
6387,6343,4,2019-12-31 23:00:00
6388,6344,10,2019-12-25 23:00:00
6389,6345,4,2019-12-30 23:00:00
6390,6346,7,2019-12-02 23:00:00
6391,6346,10,2019-12-20 23:00:00
6392,6347,2,2019-12-28 23:00:00
6393,6347,10,2019-12-29 23:00:00
6394,6348,8,2019-12-28 23:00:00
6395,6348,10,2019-12-30 23:00:00
6396,6349,3,2019-12-31 23:00:00
6397,6349,10,2019-12-31 23:00:00
6398,6350,10,2019-12-31 23:00:00
6399,6351,9,2019-12-31 23:00:00
6400,6351,6,2019-12-31 23:00:00
6401,6352,5,2019-12-14 23:00:00
6402,6352,9,2019-12-28 23:00:00
6403,6353,10,2019-12-27 23:00:00
6404,6355,9,2019-12-20 23:00:00
6405,6355,10,2019-12-31 23:00:00
6406,6356,5,2019-12-26 23:00:00
6407,6358,8,2019-12-22 23:00:00
6408,6361,8,2019-12-30 23:00:00
6409,6362,7,2019-12-26 23:00:00
6410,6362,10,2019-12-12 23:00:00
6411,6363,8,2019-12-12 23:00:00
6412,6363,7,2019-12-24 23:00:00
6413,6364,4,2019-12-29 23:00:00
6414,6366,9,2019-12-31 23:00:00
6415,6366,9,2019-12-31 23:00:00
6416,6367,5,2019-12-13 23:00:00
6417,6367,1,2019-12-31 23:00:00
6418,6370,6,2019-12-11 23:00:00
